Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.8565,bilis dumating ng parcel at naka bubble wrap naman nang maayos kaya walang damage yung item,mabilis dumating yung parcel naka bubble wrap pa kaya walang damage nung nareceive ko
0.9334,bilis dumating ng parcel at naka bubble wrap naman nang maayos kaya walang damage yung item,mabilis dumating yung parcel naka bubble wrap kaya walang damage yung item
0.8782,finally dumating na rin yung order ko at walang gasgas thank you so much seller,dumating na rin sa wakas at walang gasgas thank you so much seller
0.9285,secured yung parcel naka box at bubble wrap bawat piraso kaya walang gasgas yung item,secured yung parcel naka box at bubble wrap bawat piraso kaya walang gasgas yung acrylic
0.8587,secured yung parcel naka box at bubble wrap bawat piraso kaya walang gasgas yung item,super secured ang item naka box at bubble wrap kaya walang tapon
0.9137,very accommodating si seller tinulungan niya ako kung anong size ang bagay sa ref ko,very accommodating si seller tinulungan ako kung anong size ang kukunin
0.9263,mabilis naman dumating kaso yupi yupi yung box buti na lang hindi nadamay yung laman sa loob,mabilis naman dumating kaso yupi yupi yung box buti hindi na damage yung item sa loob
0.9515,maganda yung glass makapal siya at hindi mukhang madaling mabasag pag nabagsak nang slight,maganda yung glass makapal at hindi mukhang madaling mabasag pag nabagsak
0.9176,very aesthetic tignan sa kitchen counter lalo na kung mahilig kayo sa minimalist design,very aesthetic tignan sa coffee table lalo na kung mahilig kayo sa minimalist
0.8522,ang bilis ng shipping two days lang nandito na agad yung parcel ko sa bahay,ang bilis dumating ng order ko 2 days lang nasa bahay na agad
0.8867,okay naman siya for the price wag lang mag expect ng sobrang high quality na item,sakto lang sa presyo wag mag expect ng sobrang high quality na item
0.9004,okay naman siya for the price wag lang mag expect ng sobrang high quality na item,okay naman for the price wag lang mag expect ng super high quality
0.8987,mahal masyado para sa quality niya mas okay pa yung mga nabibili sa department store,mahal masyado para sa quality nya mas okay pa yung nabibili sa mall
0.9203,sakto lang sa presyo niya wag na kayo mag expect ng sobrang high quality basta nagana pwede na pagtyagaan,sakto lang sa price niya wag mag expect ng sobrang high quality kasi mura lang naman
0.8928,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very responsive si seller at nagsend ng picture bago iship out yung item
0.8608,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very accommodating si seller nag send ng picture bago i ship out yung item
0.8566,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very accommodating si seller nag send ng pic bago i ship out yung item
0.8617,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very accomodating si seller nagsend siya ng picture bago iship kaya sure ako na tama yung order ko
0.9018,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very accomodating si seller nag send ng picture bago ship out kaya sure ako sa item
0.8766,very responsive si seller at nagsend ng picture bago i ship out kaya sure ako na tama yung item ko,very responsive si seller nagsend muna ng picture bago ipa ship yung order ko
0.9277,sakto lang sa presyo wag mag expect ng super high quality na gamit,sakto lang sa presyo wag mag expect ng sobrang high quality na item
0.8846,sakto lang sa presyo wag mag expect ng super high quality na gamit,okay naman for the price wag lang mag expect ng super high quality
0.8537,sakto lang sa presyo wag mag expect ng super high quality na gamit,sakto lang sa presyo wag mag expect ng sobrang high end na performance
0.9002,ang liit pala nito sa personal akala ko malaki base sa pictures nila,ang liit pala nito sa personal akala ko malaki base sa pictures online
0.8812,ang liit pala nito sa personal akala ko malaki base sa pictures nila,medyo maliit lang pala sya sa personal akala ko malaki base sa picture
0.8604,ang liit pala nito sa personal akala ko malaki base sa pictures nila,maliit lang pala siya sa personal akala ko malaki base sa pic
0.9183,ang liit pala nito sa personal akala ko malaki base sa pictures nila,maliit lang pala sya sa personal akala ko malaki base sa pictures
0.8679,ang liit pala nito sa personal akala ko malaki base sa pictures nila,maliit lang pala sya sa personal akala ko malaki base sa pictures online
0.8891,parang luma na yung stock na binigay sakin may mga scratches na,parang luma na yung stock na binigay may mga scratches na sa ilalim
0.9250,mabilis naship out ni seller at kumpleto ang items na natanggap ko,mabilis naship ni seller at kumpleto ang items na natanggap ko kahapon lang
0.8605,mabilis naship out ni seller at kumpleto ang items na natanggap ko,mabilis na ship out ni seller at kumpleto naman yung bilang ng order ko
0.9309,disappointing kasi iba yung kulay na dumating black order ko pero silver ito,disappointed ako kasi iba yung kulay na dumating silver order ko pero gold ito
0.9307,arrived in good condition at walang gasgas salamat sa maingat na rider nyo,arrived in good condition at walang gasgas salamat sa rider na naghatid
0.8870,ang ganda ng marble design nya mukhang mamahalin kahit mura lang ang presyo,love the marble design mukhang mamahalin kahit mura lang ang bili ko dito
0.8690,mabilis dumating at kumpleto ang set na inorder ko salamat po seller,arrived in good condition at kumpleto ang set na inorder ko salamat seller
0.8714,sulit ang presyo mura lang pero mukhang matibay at tatagal ng taon to,sulit sa presyo mukhang matibay naman at tatagal ng ilang taon
0.8969,maayos ang packaging naka box at bubble wrap kaya walang gasgas yung hooks,maganda ang packaging naka box at bubble wrap kaya walang yupi nung dumating
0.8569,maayos ang packaging naka box at bubble wrap kaya walang gasgas yung hooks,maayos ang packaging naka bubble wrap kaya walang yupi yung box nung nareceive ko
0.8715,maayos ang packaging naka box at bubble wrap kaya walang gasgas yung hooks,safe na safe yung packaging naka balot ng karton at bubble wrap kaya walang gasgas
0.9192,maayos ang packaging naka box at bubble wrap kaya walang gasgas yung hooks,good packaging naka box at bubble wrap kaya hindi nayupi yung lata
0.9645,mabilis naship out ni seller at walang damage nung nareceive ko kahapon,mabilis naship ni seller at walang damage nung nareceive ko kahapon ng umaga
0.9243,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color pinadala niyo silver order ko pero black yung dumating ngayon
0.9589,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color yung pinadala nyo white order ko pero black dumating sakin ngayon
0.9018,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color yung pinadala niyo order ko black pero dumating sakin ay blue
0.9511,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color sent order ko black pero gray yung dumating sakin ngayon
0.8890,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color sent order ko gold pero yellow yung dumating sakin ngayon
0.9371,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color sent beige yung order ko pero black yung dumating sakin ngayon
0.8586,wrong color sent black ang order ko pero white ang dumating sakin ngayon,wrong color sent nag request ako ng gray pero black pa rin ang dumating
0.8593,sulit na budol to ang dami na sa isang pack mura pa ang presyo,sakto lang sa presyo marami na yung laman sa isang pack
0.8947,sulit na budol to ang dami na sa isang pack mura pa ang presyo,sulit na sulit sa presyo ang dami na palang laman sa isang pack nito
0.8670,ang ganda ng quality makapal at mukhang tatagal ng ilang taon sa akin,maganda ang quality makapal at mukhang tatagal naman ng ilang buwan sa amin to
0.8864,ang ganda ng quality makapal at mukhang tatagal ng ilang taon sa akin,maganda yung quality mukhang matibay at tatagal ng ilang taon na gamitan
0.9304,ang tagal bago naship yung order ko inabot ng siyam siyam bago dumating,tagal bago naship yung order inabot ng siyam siyam bago dumating dito
0.8577,mabilis dumating at kumpleto ang accessories na kasama sa box nung binuksan ko,mabilis dumating ang parcel at kumpleto ang screws na kasama sa pack nung binuksan
0.8975,sulit na sulit ang bayad ko ang kapal ng tela at matibay tignan,sulit na sulit yung bayad ko ang kapal ng rubber at matibay tignan
0.8559,walang amoy sayang lang pera ko parang tubig lang na may kulay,sayang lang pera ko dito parang tubig lang yung laman walang kaamoy amoy
0.8685,highly recommended tong shop na to legit na mabango ang products nila,highly recommended tong shop na to legit na maganda ang quality ng linens nila
0.9096,thank you sa mabilis na shipping seller nakaabot sa birthday ng friend ko,thank you seller ang bilis ng shipping umabot sa birthday ng anak ko bukas
0.9163,pwede na sa presyo nya wag lang mag expect ng high end features,pwede na sa presyo niya wag lang mag expect ng high end performance
0.8913,wrong item received iba yung design na dumating sa akin kesa sa inorder ko,maling item yung dumating sakin iba yung model na nareceive ko kumpara sa inorder ko
0.8883,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher laking tipid sa shipping fee ng order ko
0.8658,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher laking tipid sa shipping fee ng order ko ngayon
0.9022,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher free shipping pa ang nakuha ko sa order
0.8790,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa free shipping voucher laking tipid sa delivery fee nito ngayon
0.8741,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher laking tipid sa shipping fee nung umorder ako
0.8741,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher laking tipid sa shipping fee nung umorder ako
0.8663,thank you shopee sa free shipping voucher kaya nakatipid ako sa delivery fee,thank you shopee sa voucher laking tipid ko sa shipping fee nung umorder
0.8731,disconnect nang disconnect sa wifi nakakainis lang gamitin kailangan pa i reset,disconnect nang disconnect sa wifi nakaka bwisit lang gamitin minsan
0.8630,maayos ang item at mabilis dumating salamat sa mabait na seller,thank you seller sa mabilis na transaction at sa maayos na item na pinadala
0.8519,sulit na sulit ang bayad ko ang dami pala sa isang pack nito,sulit na sulit sa presyo ang dami na palang laman sa isang pack nito
0.9376,wrong color yung pinadala ni seller order ko gray pero dumating sakin is blue nakaka sad lang ng slight,wrong color yung pinadala ni seller order ko black pero dumating sakin ay kulay green
0.8678,wrong color yung pinadala ni seller order ko gray pero dumating sakin is blue nakaka sad lang ng slight,wrong color yung pinadala niyo order ko black pero dumating sakin ay blue
0.8575,wrong color yung pinadala ni seller order ko gray pero dumating sakin is blue nakaka sad lang ng slight,wrong color yung pinadala niyo pink order ko pero blue ang dumating
0.8894,sakto lang siya sa price niya wag mag expect ng sobrang ganda kasi mura lang naman yung binayaran niyo,sakto lang sa price niya wag mag expect ng sobrang high quality kasi mura lang naman
0.9056,received the item in good condition naka bubble wrap naman kaya walang damage nung dumating dito sa office namin,item received in good condition naka bubble wrap naman kaya walang damage nung dumating
0.9068,received the item in good condition naka bubble wrap naman kaya walang damage nung dumating dito sa office namin,item received in good condition naka bubble wrap naman kaya walang damage nung dumating sakin
0.8727,received the item in good condition naka bubble wrap naman kaya walang damage nung dumating dito sa office namin,item received in good condition naka bubble wrap naman kaya walang damage
0.8702,nadurog yung box pagdating sakin pero okay lang naman kasi tela naman yung laman kaya hindi nasira,yupi yung box nung dumating pero okay lang kasi hindi naman damage item
0.8805,okay naman siya kaso ang tagal bago na ship out ni seller inabot ng one week bago gumalaw,ang tagal bago na ship out ni seller inabot ng isang linggo bago gumalaw yung status
